0,7027,2020-04-02,-1618683.72
1,7034,2020-04-02,-324202.24
2,7048,2020-04-02,-768574.76
3,7055,2020-04-02,-774744.8
4,7062,2020-04-02,-1044889.86
5,7069,2020-04-02,-708802.9
6,7076,2020-04-02,-2285903.23
7,7083,2020-04-02,-172878.16
8,7090,2020-04-02,-715069.45
9,7097,2020-04-02,-427058.1
10,7104,2020-04-02,-1467303.72
11,7111,2020-04-02,-211919.94
12,7118,2020-04-02,-626772.57
13,7125,2020-04-02,-1491980.82
14,7132,2020-04-02,-420478.77
15,7146,2020-04-02,-684781.53
16,7153,2020-04-02,-563247.27
17,7181,2020-04-02,-518052.1
18,7188,2020-04-02,-993774.8
19,7195,2020-04-02,-1252677.9
20,7202,2020-04-02,-708009.51
21,7209,2020-04-02,-57633.9
22,7223,2020-04-02,-50520.24
23,7230,2020-04-02,-1032200.91
24,7237,2020-04-02,-345595.32
25,7727,2020-04-02,-1746125.05
26,7734,2020-04-02,-598630.49
27,8427,2020-04-02,-1314381.42
28,9127,2020-04-02,-1408857.89
29,10527,2020-04-02,-998032.34
30,14727,2020-04-02,-1445976.12
31,14734,2020-04-02,-1570497.25
32,14741,2020-04-02,-874495.0
33,15427,2020-04-02,-2943109.52
34,15434,2020-04-02,-1288176.7
35,15441,2020-04-02,-595845.43
36,15448,2020-04-02,-1151983.68
37,15455,2020-04-02,-905234.85
38,19627,2020-04-02,-343768.57
39,19634,2020-04-02,-582307.0
40,22427,2020-04-02,-953219.16
41,28727,2020-04-02,-339542.18
42,28734,2020-04-02,-297684.63
43,32927,2020-04-02,-473166.22
44,35027,2020-04-02,-533276.3
45,35034,2020-04-02,-243740.5
46,35041,2020-04-02,-511805.83
47,35048,2020-04-02,-250115.98
48,38527,2020-04-02,-216564.04
49,39927,2020-04-02,-320803.81
50,42727,2020-04-02,-703475.47
51,49027,2020-04-02,-669026.18
52,63027,2020-04-02,-150804.19
53,63034,2020-04-02,-332953.45
54,63041,2020-04-02,-1537735.54
55,63048,2020-04-02,-457471.9
56,63055,2020-04-02,-88077.7
57,63069,2020-04-02,-77396.97
58,63076,2020-04-02,-488541.73
59,66527,2020-04-02,-212030.39
60,66534,2020-04-02,-579872.9
61,67227,2020-04-02,-75079.08
62,70727,2020-04-02,-849950.21
63,70734,2020-04-02,-703689.16
64,70741,2020-04-02,-1286084.09
65,72827,2020-04-02,-85795.47
66,77027,2020-04-02,-1511844.8
67,77034,2020-04-02,-202208.76
68,84727,2020-04-02,-659367.97
69,84734,2020-04-02,-269078.36
70,85427,2020-04-02,-476283.52
71,91027,2020-04-02,-2731308.13
72,105027,2020-04-02,-345678.28
73,105034,2020-04-02,-355992.54
74,119027,2020-04-02,-399081.83
75,119034,2020-04-02,-538838.68
76,119041,2020-04-02,-294922.74
77,119048,2020-04-02,-710208.77
78,119055,2020-04-02,-420393.8
79,119062,2020-04-02,-476139.92
80,119069,2020-04-02,-518440.37
81,119076,2020-04-02,-1590183.03
82,119083,2020-04-02,-453134.85
83,119090,2020-04-02,-1174165.67
84,119097,2020-04-02,-546372.18
85,119104,2020-04-02,-163777.47
86,119111,2020-04-02,-340422.1
87,119118,2020-04-02,-274362.59
88,119125,2020-04-02,-239476.62
89,123227,2020-04-02,-260134.01
90,123927,2020-04-02,-145800.04
91,125327,2020-04-02,-64910.73
92,130227,2020-04-02,-7632.8
93,133027,2020-04-02,-161134.74
94,133034,2020-04-02,-61183.19
95,133041,2020-04-02,-60735.91
96,136527,2020-04-02,-353609.21
97,140727,2020-04-02,-660216.54
98,140734,2020-04-02,-438823.87
99,147027,2020-04-02,-1849177.18
100,147034,2020-04-02,-236180.12
101,152627,2020-04-02,-678537.77
102,168027,2020-04-02,-841365.09
103,168034,2020-04-02,-757033.94
104,182027,2020-04-02,-1179371.65
105,189027,2020-04-02,-3571382.73
106,189041,2020-04-02,-483593.01
107,189048,2020-04-02,-207125.59
108,189055,2020-04-02,-590456.01
109,189062,2020-04-02,-921996.42
110,189069,2020-04-02,-1315994.58
111,189083,2020-04-02,-516020.85
112,189090,2020-04-02,-1082685.59
113,189097,2020-04-02,-353075.97
114,189104,2020-04-02,-59581.77
115,189111,2020-04-02,-349990.78
116,189118,2020-04-02,-930871.86
117,189125,2020-04-02,-37963.07
118,189132,2020-04-02,-137092.83
119,189139,2020-04-02,-1194944.14
120,189146,2020-04-02,-353481.25
121,189153,2020-04-02,-296109.57
122,189160,2020-04-02,-286382.98
123,189167,2020-04-02,-627488.9
124,189174,2020-04-02,-865090.79
125,189181,2020-04-02,-259601.32
126,189188,2020-04-02,-761786.78
127,189195,2020-04-02,-373111.23
128,189202,2020-04-02,-166271.09
129,189216,2020-04-02,-381975.47
130,189223,2020-04-02,-235432.22
131,189230,2020-04-02,-181512.65
132,189237,2020-04-02,-928515.46
133,189244,2020-04-02,-652136.61
134,189251,2020-04-02,-641786.73
135,189265,2020-04-02,-502062.13
136,189272,2020-04-02,-589905.24
137,189279,2020-04-02,-750198.56
138,189286,2020-04-02,-533327.78
139,196727,2020-04-02,-1057044.84
140,196734,2020-04-02,-327584.9
141,196741,2020-04-02,-374899.36
142,224027,2020-04-02,-2078370.66
143,224034,2020-04-02,-964223.63
144,231027,2020-04-02,-887910.49
145,231034,2020-04-02,-432762.27
146,231041,2020-04-02,-126672.01
147,231048,2020-04-02,-504662.9
148,231055,2020-04-02,-560818.89
149,231062,2020-04-02,-519781.44
150,231069,2020-04-02,-74641.85
151,231076,2020-04-02,-316261.03
152,231083,2020-04-02,-244178.43
153,231090,2020-04-02,-444091.14
154,231097,2020-04-02,-1392038.1
155,231104,2020-04-02,-156247.93
156,231111,2020-04-02,-126958.53
157,231118,2020-04-02,-26434.91
158,232427,2020-04-02,-307377.69
159,235227,2020-04-02,-755151.01
160,238727,2020-04-02,-560797.07
161,242227,2020-04-02,-473184.55
162,242234,2020-04-02,-127756.14
163,244327,2020-04-02,-525111.42
164,244334,2020-04-02,-183658.22
165,247127,2020-04-02,-1392924.79
166,252027,2020-04-02,-628253.57
167,252034,2020-04-02,-553841.94
168,255527,2020-04-02,-89579.71
169,261827,2020-04-02,-822681.06
170,266027,2020-04-02,-2377745.74
171,266034,2020-04-02,-935932.54
172,271627,2020-04-02,-522262.46
173,273727,2020-04-02,-758299.39
174,280027,2020-04-02,-1453278.79
175,280034,2020-04-02,-579480.33
176,280041,2020-04-02,-630896.76
177,280048,2020-04-02,-448542.34
178,280069,2020-04-02,-51408.44
179,280083,2020-04-02,-762927.71
180,280090,2020-04-02,-285615.09
181,283527,2020-04-02,-217077.88
182,287727,2020-04-02,-42536.52
183,287734,2020-04-02,-339495.38
184,294027,2020-04-02,-630507.19
185,297527,2020-04-02,-315719.13
186,297534,2020-04-02,-650583.84
187,301027,2020-04-02,-900343.97
188,301034,2020-04-02,-1189531.37
189,301041,2020-04-02,-406396.15
190,301048,2020-04-02,-395957.48
191,301055,2020-04-02,-1883242.08
192,301062,2020-04-02,-1908857.05
193,301069,2020-04-02,-910699.46
194,315027,2020-04-02,-219244.85
195,315034,2020-04-02,-545697.92
196,315041,2020-04-02,-621804.2
197,315048,2020-04-02,-928537.36
198,315055,2020-04-02,-455186.02
199,315062,2020-04-02,-171494.58
200,315069,2020-04-02,-595438.91
201,315076,2020-04-02,-785280.86
202,315083,2020-04-02,-688900.99
203,315090,2020-04-02,-262068.51
204,315097,2020-04-02,-718049.39
205,315104,2020-04-02,-3518036.32
206,315111,2020-04-02,-728324.83
207,315118,2020-04-02,-669824.29
208,315125,2020-04-02,-1096705.88
209,315132,2020-04-02,-735873.09
210,315139,2020-04-02,-726207.77
211,315146,2020-04-02,-760420.3
212,315153,2020-04-02,-786081.39
213,315160,2020-04-02,-396074.95
214,315167,2020-04-02,-264414.57
215,315174,2020-04-02,-1202287.23
216,315181,2020-04-02,-371374.12
217,315195,2020-04-02,-826739.39
218,315202,2020-04-02,-522377.34
219,315223,2020-04-02,-19892.23
220,315244,2020-04-02,-1136464.82
221,315279,2020-04-02,-463690.29
222,315286,2020-04-02,-719611.86
223,315293,2020-04-02,-281460.86
224,315300,2020-04-02,-621994.58
225,315307,2020-04-02,-326982.08
226,315321,2020-04-02,-274950.84
227,315328,2020-04-02,-395548.95
228,315335,2020-04-02,-65403.32
229,315342,2020-04-02,-279509.9
230,325527,2020-04-02,-53147.81
231,329727,2020-04-02,-295847.08
232,336027,2020-04-02,-2344294.97
233,336034,2020-04-02,-857976.59
234,336041,2020-04-02,-1115527.7
235,336048,2020-04-02,-1001819.79
236,336055,2020-04-02,-207887.85
237,336062,2020-04-02,-718476.93
238,336069,2020-04-02,-371407.91
239,336076,2020-04-02,-257356.66
240,336083,2020-04-02,-143956.91
241,336090,2020-04-02,-594316.43
242,336097,2020-04-02,-1536809.59
243,336104,2020-04-02,-1611471.16
244,336111,2020-04-02,-551972.51
245,336118,2020-04-02,-501351.62
246,336125,2020-04-02,-185057.35
247,336132,2020-04-02,-408747.39
248,336146,2020-04-02,-613762.04
249,336160,2020-04-02,-538615.35
250,336167,2020-04-02,-2201260.7
251,336727,2020-04-02,-520358.96
252,343727,2020-04-02,-578625.15
253,344427,2020-04-02,-609514.28
254,350027,2020-04-02,-930050.38
255,350034,2020-04-02,-899035.57
256,350041,2020-04-02,-201679.71
257,350048,2020-04-02,-825738.72
258,350055,2020-04-02,-588305.34
259,350062,2020-04-02,-622002.29
260,350083,2020-04-02,-365470.66
261,350090,2020-04-02,-494282.41
262,350097,2020-04-02,-247782.54
263,350104,2020-04-02,-456857.81
264,350727,2020-04-02,-290327.48
265,351427,2020-04-02,-242536.01
266,352127,2020-04-02,-150661.73
267,352827,2020-04-02,-149241.18
268,354927,2020-04-02,-457381.31
269,357727,2020-04-02,-877078.75
270,357734,2020-04-02,-388118.96
271,358427,2020-04-02,-839121.26
272,360527,2020-04-02,-811274.31
273,360534,2020-04-02,-281919.61
274,363327,2020-04-02,-567501.72
275,366127,2020-04-02,-246437.25
276,366827,2020-04-02,-544763.86
277,367527,2020-04-02,-585068.16
278,371027,2020-04-02,-5845301.71
279,371034,2020-04-02,-1875017.49
280,371048,2020-04-02,-2248235.04
281,385027,2020-04-02,-905491.92
282,385034,2020-04-02,-758567.76
283,389227,2020-04-02,-273480.6
284,391327,2020-04-02,-74239.27
285,395527,2020-04-02,-85072.28
286,399027,2020-04-02,-1289953.27
287,399034,2020-04-02,-895114.25
288,399041,2020-04-02,-1140571.41
289,399048,2020-04-02,-335928.14
290,399055,2020-04-02,-512138.25
291,399062,2020-04-02,-371635.92
292,399069,2020-04-02,-432429.75
293,399076,2020-04-02,-1748377.63
294,399083,2020-04-02,-241366.51
295,399090,2020-04-02,-180767.88
296,399097,2020-04-02,-159884.25
297,399118,2020-04-02,-127416.82
298,399132,2020-04-02,-518013.55
299,402527,2020-04-02,-1672866.67
300,402534,2020-04-02,-1311700.95
301,402562,2020-04-02,-225917.71
302,403227,2020-04-02,-459668.56
303,405327,2020-04-02,-274870.57
304,407427,2020-04-02,-792625.64
305,409527,2020-04-02,-764807.62
306,409534,2020-04-02,-241210.53
307,410927,2020-04-02,-332113.25
308,413027,2020-04-02,-781265.05
309,413034,2020-04-02,-632107.46
310,413041,2020-04-02,-454885.48
311,413048,2020-04-02,-87016.02
312,413055,2020-04-02,-756265.22
313,413062,2020-04-02,-291197.46
314,413069,2020-04-02,-363269.87
315,413083,2020-04-02,-121399.54
316,413097,2020-04-02,-832364.26
317,413104,2020-04-02,-523720.34
318,424927,2020-04-02,-3260142.76
319,424934,2020-04-02,-1057867.85
320,427027,2020-04-02,-768880.19
321,427034,2020-04-02,-168888.61
322,427041,2020-04-02,-184230.7
323,427048,2020-04-02,-59503.56
324,430527,2020-04-02,-1077146.58
325,433334,2020-04-02,-408858.57
326,434027,2020-04-02,-476501.35
327,434727,2020-04-02,-535553.99
328,434734,2020-04-02,-371691.08
329,434741,2020-04-02,-483018.44
330,434748,2020-04-02,-653760.94
331,434755,2020-04-02,-1084546.84
332,434776,2020-04-02,-125393.0
333,435427,2020-04-02,-617434.79
334,437527,2020-04-02,-506452.0
335,438227,2020-04-02,-490666.1
336,440327,2020-04-02,-409414.57
337,448027,2020-04-02,-2271221.49
338,448034,2020-04-02,-182280.42
339,448041,2020-04-02,-2037115.47
340,448055,2020-04-02,-208239.58
341,448062,2020-04-02,-34840.42
342,448069,2020-04-02,-791984.37
343,448076,2020-04-02,-554775.52
344,448083,2020-04-02,-304250.58
345,448090,2020-04-02,-650931.12
346,448097,2020-04-02,-1057354.95
347,448104,2020-04-02,-942027.73
348,448111,2020-04-02,-127523.95
349,448118,2020-04-02,-465372.78
350,448125,2020-04-02,-521552.82
351,448132,2020-04-02,-707957.47
352,448139,2020-04-02,-308104.4
353,448146,2020-04-02,-451485.34
354,448153,2020-04-02,-290218.04
355,448160,2020-04-02,-266047.07
356,448167,2020-04-02,-394333.61
357,448174,2020-04-02,-760342.27
358,448181,2020-04-02,-708535.84
359,448188,2020-04-02,-554994.96
360,448195,2020-04-02,-649017.88
361,448202,2020-04-02,-787695.7
362,448209,2020-04-02,-285212.12
363,448216,2020-04-02,-806820.32
364,448230,2020-04-02,-200362.61
365,448237,2020-04-02,-420233.2
366,448244,2020-04-02,-37765.04
367,448251,2020-04-02,-218442.53
368,448265,2020-04-02,-651449.65
369,448272,2020-04-02,-1178591.7
370,448279,2020-04-02,-1087709.03
371,450127,2020-04-02,-602600.81
372,450134,2020-04-02,-117221.8
373,455027,2020-04-02,-2175093.01
374,455034,2020-04-02,-448148.47
375,462027,2020-04-02,-1069558.03
376,465527,2020-04-02,-1240620.07
377,483027,2020-04-02,-391782.78
378,483034,2020-04-02,-556023.19
379,483048,2020-04-02,-984249.39
380,483055,2020-04-02,-155607.54
381,483062,2020-04-02,-219767.76
382,483069,2020-04-02,-605972.59
383,486527,2020-04-02,-871644.87
384,487227,2020-04-02,-285977.8
385,492127,2020-04-02,-529758.48
386,492134,2020-04-02,-43370.1
387,504027,2020-04-02,-810206.21
388,504034,2020-04-02,-857412.65
389,504041,2020-04-02,-427998.36
390,504048,2020-04-02,-241153.85
391,504055,2020-04-02,-979461.01
392,504062,2020-04-02,-440173.88
393,504069,2020-04-02,-839773.58
394,504090,2020-04-02,-202942.89
395,504097,2020-04-02,-477567.15
396,504104,2020-04-02,-452653.72
397,504125,2020-04-02,-699898.15
398,504132,2020-04-02,-154829.85
399,504139,2020-04-02,-339069.46
400,508227,2020-04-02,-405037.8
401,508234,2020-04-02,-525140.95
402,508927,2020-04-02,-342567.92
403,508934,2020-04-02,-306580.86
404,509627,2020-04-02,-348605.98
405,509634,2020-04-02,-186063.69
406,511727,2020-04-02,-1157517.16
407,511734,2020-04-02,-491775.55
408,511741,2020-04-02,-51981.65
409,514527,2020-04-02,-814881.48
410,514534,2020-04-02,-468780.81
411,514541,2020-04-02,-718251.41
412,525027,2020-04-02,-1322912.42
413,525034,2020-04-02,-1812191.78
414,525041,2020-04-02,-465988.9
415,532727,2020-04-02,-394600.75
416,535527,2020-04-02,-856921.57
417,546041,2020-04-02,-760508.35
418,546048,2020-04-02,-916298.09
419,546055,2020-04-02,-586835.79
420,546062,2020-04-02,-1017542.2
421,546069,2020-04-02,-144847.11
422,546076,2020-04-02,-653083.4
423,546083,2020-04-02,-1924735.47
424,546090,2020-04-02,-437046.14
425,546111,2020-04-02,-1052243.7
426,546118,2020-04-02,-769292.77
427,546125,2020-04-02,-3824365.41
428,546132,2020-04-02,-1285840.61
429,546139,2020-04-02,-967700.63
430,546153,2020-04-02,-1129725.85
431,546160,2020-04-02,-656787.34
432,546167,2020-04-02,-301187.92
433,546181,2020-04-02,-180464.59
434,546188,2020-04-02,-205107.48
435,546195,2020-04-02,-430631.56
436,546202,2020-04-02,-780935.79
437,546209,2020-04-02,-678926.83
438,546216,2020-04-02,-456476.93
439,546223,2020-04-02,-1333234.17
440,546230,2020-04-02,-233455.51
441,546237,2020-04-02,-1287209.44
442,546244,2020-04-02,-3362418.92
443,546251,2020-04-02,-5284145.13
444,546258,2020-04-02,-1364516.12
445,546265,2020-04-02,-1023529.28
446,546272,2020-04-02,-276906.41
447,546279,2020-04-02,-1256622.19
448,546286,2020-04-02,-464201.69
449,546293,2020-04-02,-403012.25
450,546300,2020-04-02,-863037.19
451,546307,2020-04-02,-552686.25
452,546321,2020-04-02,-335128.45
453,546328,2020-04-02,-595844.49
454,546335,2020-04-02,-486035.27
455,546342,2020-04-02,-794084.49
456,546349,2020-04-02,-181489.34
457,546356,2020-04-02,-116074.39
458,546363,2020-04-02,-614502.71
459,546370,2020-04-02,-247848.0
460,546377,2020-04-02,-400906.66
461,546384,2020-04-02,-586891.04
462,546391,2020-04-02,-124775.2
463,546398,2020-04-02,-2245324.12
